prompt,modified_prompt
"french bar maid, tattoos, black t - shirt, black skirt, detailed portrait, intricate complexity, by greg rutkowski, artgerm, ross tran, conrad roset, takato yomamoto, ilya kuvshinov. 4 k, beautiful, cinematic dramatic atmosphere","french bar maid, tattoos, black t - shirt, black skirt, detailed portrait, intricate complexity, by greg rutkowski, artgerm, ross tran, conrad roset, takato yomamoto, ilya kuvshinov. 4 k, beautiful, cinematic dramatic atmosphere in high contrast"
a great white shark being eaten by a bigger shark,a great white shark being eaten by a bigger shark with dramatic shadows
a grand arabian palace exterior by makoto shinkai,a grand arabian palace exterior by makoto shinkai in high contrast
"a detailed map of a futuristic dystopian city located in an island surrounded by water with a few flying ships stationed around it, in the style of diego rivera schiele, full color, exploded view","a detailed map of a futuristic dystopian city located in an island surrounded by water with a few flying ships stationed around it, in the style of diego rivera schiele, full color, exploded view in high contrast"
"a portrait of an invisible man, masterpiece, in - frame, canon eos r 3, f / 1. 4, iso 2 0 0, 1 / 1 6 0 s, 8 k, raw, unedited, symmetrical balance","a portrait of an invisible man, masterpiece, in - frame, canon eos r 3, f / 1. 4, iso 2 0 0, 1 / 1 6 0 s, 8 k, raw, unedited, symmetrical balance with dim lighting"
"favelas in rio, music dancing, locals, nightlife, hustlers and street - walkers, beach ocean fun octane render unreal 5, by piet mondrian","favelas in rio, music dancing, locals, nightlife, hustlers and street - walkers, beach ocean fun octane render unreal 5, by piet mondrian with a cinematic atmosphere"
"statue of liberty as a ruggedly handsome girl, tasteful, intricate, elegant, highly detailed, centered, digital painting, artstation, concept art, smooth, sharp focus, illustration, artgerm, donato giancola, Joseph Christian Leyendecker, WLOP","statue of liberty as a ruggedly handsome girl, tasteful, intricate, elegant, highly detailed, centered, digital painting, artstation, concept art, smooth, sharp focus, illustration, artgerm, donato giancola, Joseph Christian Leyendecker, WLOP with a cinematic atmosphere"
Liquidator burns out tentacles in soviet liminal corridors by Masahiro Ito,Liquidator burns out tentacles in soviet liminal corridors by Masahiro Ito in high contrast
17th century portrait of a minion,17th century portrait of a minion with a cinematic atmosphere
"gigachad in the style of a PS1 game, low poly, pixelated, gigachad, black and white, retro, PS1 style graphics","gigachad in the style of a PS1 game, low poly, pixelated, gigachad, black and white, retro, PS1 style graphics in vibrant colors"
"K-2SO wearing a hooded cloak and welding a double bladed lightsaber, extremely detailed, beautiful lighting, dramatic cinematic lighting","K-2SO wearing a hooded cloak and welding a double bladed lightsaber, extremely detailed, beautiful lighting, dramatic cinematic lighting in vibrant colors"
"epic full - pov - shot still of kim kardashian unconscious wearing a black lace dress in a transparent alien liquid, wet flowing hair, gooey skin, illustration, unreal engine 5, 8 k, made by h. r. giger.","epic full - pov - shot still of kim kardashian unconscious wearing a black lace dress in a transparent alien liquid, wet flowing hair, gooey skin, illustration, unreal engine 5, 8 k, made by h. r. giger. with dramatic shadows"
“love”,“love” in vibrant colors
"kodak portra 4 0 0 photographic and realistic, the forbidden city, temple, night, moonlight, detailed, wide angle, floor flooded, how a river, objects that float, 3 5 mm, sharp focus, soft light, volumetric light, in the style of gregory crewdson","kodak portra 4 0 0 photographic and realistic, the forbidden city, temple, night, moonlight, detailed, wide angle, floor flooded, how a river, objects that float, 3 5 mm, sharp focus, soft light, volumetric light, in the style of gregory crewdson with a cinematic atmosphere"
"rare classified photo, studio lighting, black & white, a tall fat zebra laughing at a long fish with real fur, real feather, a male bodybuilder","rare classified photo, studio lighting, black & white, a tall fat zebra laughing at a long fish with real fur, real feather, a male bodybuilder with dim lighting"
"a realistic matte painting of a dj with turntable play music on the moon, detailed, 8 k,","a realistic matte painting of a dj with turntable play music on the moon, detailed, 8 k, in vibrant colors"
"beautiful fantasy character portrait, ana de armas, ultra realistic, wide angle, intricate details, the fifth element artifacts, highly detailed by peter mohrbacher, hajime sorayama, wayne barlowe, boris vallejo, paolo eleuteri serpieri","beautiful fantasy character portrait, ana de armas, ultra realistic, wide angle, intricate details, the fifth element artifacts, highly detailed by peter mohrbacher, hajime sorayama, wayne barlowe, boris vallejo, paolo eleuteri serpieri with a cinematic atmosphere"
"tornadic supercell, realistic raytracing, vray, 55mm","tornadic supercell, realistic raytracing, vray, 55mm with dim lighting"
"a female DND goliath, high resolution film still, 8k, HDR colors, cosplay, studio lighting","a female DND goliath, high resolution film still, 8k, HDR colors, cosplay, studio lighting with dramatic shadows"
"portrait of master chief gundam pilot, with an intricate, detailed, urban inspired hiphop afro futuristic helmet, vector behance hd jesper ejsing, rhads, makoto shinkai, lois van baarle, ilya kuvshinov, rossdraws, hd, 3 2 k, ilya kuvshinov, gustav klimt","portrait of master chief gundam pilot, with an intricate, detailed, urban inspired hiphop afro futuristic helmet, vector behance hd jesper ejsing, rhads, makoto shinkai, lois van baarle, ilya kuvshinov, rossdraws, hd, 3 2 k, ilya kuvshinov, gustav klimt with dim lighting"
"elon musk as jabba the hutt, Return of the Jedi, Star Wars, film look","elon musk as jabba the hutt, Return of the Jedi, Star Wars, film look in high contrast"
"bill murray in fear and loathing in las vegas, movie still, promotional shot","bill murray in fear and loathing in las vegas, movie still, promotional shot with a cinematic atmosphere"
vector design logo concept of a wolf,vector design logo concept of a wolf with dim lighting
"gal gadot, in full starfleet uniform, is the captain of the starship enterprise in the new star trek movie","gal gadot, in full starfleet uniform, is the captain of the starship enterprise in the new star trek movie with dramatic shadows"
"a dragon with three heads emerging from the ocean during a storm, dramatic lighting, cinematic, high coherence, hyperrealistic, anatomically correct, path traced, highly detailed, high quality, 8 k hdr, octane render, unreal engine 5, trending on artstation, epic image, turbulent sea, concept art, digital art","a dragon with three heads emerging from the ocean during a storm, dramatic lighting, cinematic, high coherence, hyperrealistic, anatomically correct, path traced, highly detailed, high quality, 8 k hdr, octane render, unreal engine 5, trending on artstation, epic image, turbulent sea, concept art, digital art with dramatic shadows"
grimhorn fanghorn machine mecha animal beast robot of horizon forbidden west horizon zero dawn bioluminiscence global illumination ray tracing hdr fanart arstation by sung choi and eric pfeiffer and gabriel garza and casper konefal,grimhorn fanghorn machine mecha animal beast robot of horizon forbidden west horizon zero dawn bioluminiscence global illumination ray tracing hdr fanart arstation by sung choi and eric pfeiffer and gabriel garza and casper konefal in high contrast
"Shamu the orca killer whale jumping over the moon. space, stars, planets. SeaWorld, ccean life, marine life. Trending on artstation","Shamu the orca killer whale jumping over the moon. space, stars, planets. SeaWorld, ccean life, marine life. Trending on artstation in high contrast"
"realistic documentary photo of a a family of diverse students wearing brown wooden suits, wearing wooden astronaut helmets made of wood, standing in a spacious wooden library 1 9 9 0, life magazine reportage photo, neutral colors, neutral lighting","realistic documentary photo of a a family of diverse students wearing brown wooden suits, wearing wooden astronaut helmets made of wood, standing in a spacious wooden library 1 9 9 0, life magazine reportage photo, neutral colors, neutral lighting with dramatic shadows"
"a boy as ( fantasy personification of chocolate cupcake ), character design, cute hat, victorian inspired clothing, unreal engine, highly detailed, smooth, digital illustration by artgerm, studio ghibli, sharp focus, artstation. ribbons, fractal swirls. a fantasy bakery background by studio ghibli, makoto shinkai, global illumination, blender, maya 8 k","a boy as ( fantasy personification of chocolate cupcake ), character design, cute hat, victorian inspired clothing, unreal engine, highly detailed, smooth, digital illustration by artgerm, studio ghibli, sharp focus, artstation. ribbons, fractal swirls. a fantasy bakery background by studio ghibli, makoto shinkai, global illumination, blender, maya 8 k with dramatic shadows"
